"ID","time","title","summary","link","source","StoryID"
78,1488219049,"jack monroe begins libel proceedings against","food is suing mail online columnist over messages on twitter which allegedly implied monroe condoned damaging a war writer and campaigner jack monroe has begun libel proceedings against in a row over tweets which allegedly imply monroe defaced or condoned the damage of a war who is suing the mail online columnist over the posts from may number told the high court in london that the legal dispute had been an unproductive devastating nightmare continue reading","https://www.theguardian.com/uk-news/2017/feb/27/jack-monroe-begins-libel-proceedings-against-katie-hopkins","GuardianUK",354
79,1488318420,"poorer pupils priced out of top secondaries","top rated schools in england are pushing up house prices in local catchment areas making them more socially selective according to a new report","http://news.sky.com/story/poorer-pupils-are-being-priced-out-of-top-secondaries-report-says-10785778","SkyNewsUK",355
80,1488326502,"number of pupils failing to get first choice of school expected to rise","offer day could see number missing out as study also finds poorer children less likely to enter best performing secondaries hundreds of thousands of children and their parents will find out on wednesday whether they have got into the secondary school of their choice as figures reveal that an increasing number of parents in england are failing to get a place at their first choice the past number months more than half of towns and counties have seen a fall in the proportion of number year olds receiving a place in the first choice school according to a press association analysis of government data the problem is expected to be worse than last year due to an increase of number applicants continue reading","https://www.theguardian.com/education/2017/mar/01/pupils-first-choice-school-national-offer-day-england-secondaries-teachers","GuardianUK",355
81,1488326790,"top state schools are preserve of the rich social mobility charity warns","over number of top performing state schools take in fewer disadvantaged pupils than they should for their catchment area with faith schools called out for being the most socially selective","http://www.independent.co.uk/news/education/education-news/top-state-schools-preserve-rich-sutton-trust-education-charity-gcse-school-places-national-offer-day-a7604176.html","IndependentUK",355
82,1488210780,"tory government cutting school funding for first time in decades ifs report","the uk government will cut school funding for the first time in two decades a new analysis by the institute for fiscal studies ifs claims read full article at","https://www.rt.com/uk/378783-government-school-funding-education/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","RTUK",356
83,1488198297,"schools in england to see first real terms funding cuts in number years","institute for fiscal studies says spending per pupil is to fall number with sixth formers facing continued squeeze on in england are facing the first real terms cuts to their funding since the mid number a leading has per pupil is to fall number by number number according to the institute for fiscal studies ifs although it added that school funding had been well protected over the past two decades continue reading","https://www.theguardian.com/education/2017/feb/27/schools-to-be-hit-with-first-real-time-funding-cuts-in-20-years","GuardianUK",356
84,1488210812,"tory government cutting school funding for first time in decades ifs report","the uk government will cut school funding for the first time in two decades a new analysis by the institute for fiscal studies ifs claims read full article at","https://www.rt.com/uk/378783-government-school-funding-education/?utm_source=rss&utm_medium=rss&utm_campaign=RSS","RTUK",356
85,1488178420,"game of thrones actor dies","who at number number was tallest man was a basketball player before he became an actor","http://www.bbc.co.uk/news/uk-england-tyne-39095305","BBCNewsUK",357
86,1488181087,"game of thrones star and tallest man dies aged number","game of thrones star has died at the age of number it has been reported once named as tallest man the number star played mag the mighty in the fantasy series and also took on roles men first class and jupiter ascending a statement posted on the tall persons club group page on sunday read sadly it has come to our attention that tallest man passed away on saturday","https://uk.news.yahoo.com/game-thrones-star-britains-tallest-154619352.html","YahooUK",357
87,1488215094,"george w bush talks trump era policy media indispensable to democracy","former president calls for a welcoming immigration describes religious tolerance as one of our greatest republican us president george w bush diverged sharply from trumps new administration on monday saying he supported a welcoming immigration policy and praising the media as indispensable to a wide ranging interview with today show meanwhile the former president was asked if he had seen signs that trump was trying to close the rift in the us electorate after his divisive campaign against he acknowledged that his own presidency from number to number also began after a contentious election but that it was hard to compare times continue reading","https://www.theguardian.com/us-news/2017/feb/27/george-w-bush-media-immigration-donald-trump","GuardianUS",303
88,1488203297,"bush number on trump travel ban a bedrock of our freedom is the right to worship freely","monday on today former president george w bush was asked to offer his thoughts on president donald trumps executive order halting immigration from seven predominantly muslim countries bush emphasized to host today host matt the importance to worship freely i think its very important for all of us to recognize one of our great strengths is for people to be able to worship the way they want to or not worship at all bush said the bedrock of our freedom a bedrock of our freedom is the right to worship freely and i you see i understood right off the bat matt this that is an ideological conflict and people who murder the innocent are not religious people they want to advance an ideology and weve faced those in the past bush went on to say it was hard to fight the war on terror in retreat referring to the united states decision to leave the middle east during president term later when pressed on whether or not he approved or disapproved of the policy bush refrained i am for an immigration policy thats welcoming and upholds the law he added follow jeff poor on","http://feedproxy.google.com/~r/breitbart/~3/Sf61utZE4qc/","Breitbart",303
89,1488203976,"bush its hard to unify the country with the media being so split up","in an appearance monday on today former president george w bush was asked by show host matt about president donald trumps pledge to unify the nation first of all theres only within been one month in office you know hes got four years he said secondly i have to take the man at his word that he wants to unify the country well see if hes able to do so its hard to unify the country with the media being so split up when i was president you mattered a lot more because there were three of you and now theres all kinds of information being bombarded out and people can say things anonymously and its just a different world when asked if he ever considered the media to be an enemy of the people as trump had alleged bush stressed the importance of the media to hold those in power accountable i considered the media to be indispensable to democracy bush continued that we need an independent media to hold people like me to account i mean power can be very addictive and it can be corrosive and its important for the media to","http://feedproxy.google.com/~r/breitbart/~3/Vg1D3ZPvVU4/","Breitbart",303
90,1488210607,"george w bush on trump and russia we all need answers","he also defended the medias role in keeping leaders in check","http://abcnews.go.com/Politics/wireStory/george-bush-trump-russia-answers-45776433","ABCTopStories",303
91,1488210490,"george w bush backs free press in rare interview","george w bush says in a rare tv interview that a free media is needed to call those in power to account","http://www.bbc.co.uk/news/world-us-canada-39107315","BBCUSCanada",303
92,1488219079,"trump vows big spend on defense and infrastructure video","donald trump discussed his upcoming budget on monday saying the government needs to learn to tighten its belt as he is set to propose a number increase in defense spending and impose corresponding cuts to domestic programs and foreign aid were going to more with less and make the government lean and accountable to the people he said at the national governors association meeting at the white house continue reading","https://www.theguardian.com/us-news/video/2017/feb/27/trump-54bn-defense-spending-video","GuardianUS",304
93,1488214336,"donald trumps first budget enormous defense spending as most agencies cut","white house officials say trump will uphold campaign promise to build up military as more than number retired generals and admirals condemn trump will seek a number hike in military spending while cutting foreign aid environmental programmes and domestic agencies by the same amount the white house said on monday related trump white house scrambles to check scandal over fbi inquiry into russia ties continue reading","https://www.theguardian.com/us-news/2017/feb/27/trumps-budget-54-billion-increase-defense-spending","GuardianUS",304
94,1488218964,"trump seeks historic increase of number percent in us budget","washington president donald trump is seeking what he called a historic increase in military spending of more than number percent a huge rise even as the united states has wound down major wars in iraq and afghanistan and remains the worlds strongest military power","http://feeds.reuters.com/~r/Reuters/domesticNews/~3/d7P_aRFQev8/us-usa-trump-budget-idUSKBN1661R2","ReutersUS",304
95,1488214968,"trumps budget focuses on defense public safety","at a meeting with governors president donald trump said his first budget will focus on public safety and national security he also said when he was in college the us never lost a war his college years coincided with the vietnam war number","http://www.usatoday.com/videos/news/nation/2017/02/27/trump's-budget-focuses-defense-public-safety/98478522/","USAToday",304
96,1488220453,"trump to propose historic defense spending increase in budget blueprint","president trump will target foreign aid in his proposed budget officials say","http://abcnews.go.com/Politics/president-trump-target-foreign-aid-propose-historic-defense/story?id=45777679","ABCTopStories",304
97,1488228809,"trump budget would boost defense spending offset with cuts to domestic programs","the budget blueprint is expected to be released in mid march and congress will have the final say over federal spending levels","http://www.cbsnews.com/news/trump-budget-would-boost-defense-spending-offset-with-cuts-to-domestic-programs/","CBSTopStories",304
98,1488216069,"trump lays out hike in military spending","donald trump proposes a number pound number military spending increase a rise of about number on number","http://www.bbc.co.uk/news/world-us-canada-39108194","BBCUSCanada",304
99,1488201305,"kansas shooting indian victim says attack does not reflect states true spirit","says he wishes killing of his best friend was a worker deplores senseless crime at vigil for indian man who was shot and wounded at a bar in suburban kansas city last week says he wished the killing of his best friend during the attack had all been a dream but that the incident apparently fueled by racism doesnt reflect the true spirit of kansas related kansas shooting injured man says suspect asked victims about visas continue reading","https://www.theguardian.com/us-news/2017/feb/27/kansas-shooting-indian-vigil-alok-madasani","GuardianUS",305
100,1488218044,"kansas man charged with murder of indian engineer due in court","a white us navy veteran charged with murdering an indian software engineer at a kansas bar was due in court on monday over the shooting which federal authorities are probing as a possible hate crime","http://feeds.reuters.com/~r/Reuters/domesticNews/~3/hbjoUdgUXPg/us-kansas-india-idUSKBN16623I","ReutersUS",305
101,1488197269,"after he allegedly shot number kansas suspect opened up","a few hours after he allegedly shot three people in kansas killing one adam walked into an in neighboring missouri and opened up to the bartender according to number calls","http://rss.cnn.com/~r/rss/cnn_us/~3/pe7eiQF2B2w/index.html","CNNUS",305
102,1488192960,"man wounded in kansas bar shooting speaks at vigil i wish it was a dream","one of three men shot at a bar in suburban kansas city spoke at a weekend vigil saying i wish it was a dream","http://feeds.foxnews.com/~r/foxnews/national/~3/0tMWEn6flDY/man-wounded-in-kansas-bar-shooting-speaks-at-vigil-wish-it-was-dream.html","FOXUS",305
103,1488145369,"kansas tragedy","the injured friend of shooting victim and his widow talk to the","http://www.bbc.co.uk/news/world-us-canada-39098084","BBCUSCanada",305
104,1488321000,"fbi investigating kansas bar shooting as possible hate crime","the mother of an indian engineer who was killed in an apparently racially motivated shooting in an american bar said she asked her son to come back to india if he felt threatened in the united states but he said he was not in any danger","http://feeds.foxnews.com/~r/foxnews/national/~3/zRmJ8t8UkgE/fbi-investigating-kansas-bar-shooting-as-possible-hate-crime.html","FOXUS",305
105,1488211209,"another jewish cemetery vandalized","between number and number tombstones were overturned and damaged saturday night at a jewish cemetery in philadelphia police said sunday","http://rss.cnn.com/~r/rss/cnn_us/~3/Nivn6layLAo/index.html","CNNUS",306
106,1488209520,"money being raised to restore vandalized jewish cemetery in philadelphia","money is being raised to repair and restore more than number headstones that were vandalized at a jewish cemetery in philadelphia while police hunt for the person who toppled them","http://feeds.foxnews.com/~r/foxnews/national/~3/CoftM6YU_ek/money-being-raised-to-restore-vandalized-jewish-cemetery-in-philadelphia.html","FOXUS",306
107,1488146640,"dozens of headstones toppled at philadelphia jewish cemetery","up to number headstones have been damaged at a jewish cemetery in philadelphia authorities said sunday","http://feeds.foxnews.com/~r/foxnews/national/~3/gT8iS0zpl_Q/dozens-headstones-toppled-at-philadelphia-jewish-cemetery.html","FOXUS",306
108,1488191736,"jewish cemetery attacked by vandals in philadelphia","vandals have broken and overturned more than number gravestones at a jewish cemetery in philadelphia the latest in a spate of recent bomb threats and attacks against sites for jews across the united states","http://feedproxy.google.com/~r/breitbart/~3/QTqCH5-ZS0Q/","Breitbart",306
109,1488208859,"vandals damage jewish","police number to number headstones broken or overturned at a jewish cemetery in philadelphia","http://rssfeeds.usatoday.com/~/275266700/0/usatodaycomnation-topstories~Philly-vandals-damage-Jewish-gravesites/","USAToday",306
110,1488220732,"philadelphia jewish community feels threatened after gravestones toppled","the vandalism follows a similar incident that took place in missouri last week","http://abcnews.go.com/US/philadelphia-jewish-community-feels-threatened-gravestones-toppled/story?id=45777549","ABCTopStories",306
111,1488203873,"police say more than number jewish cemetery headstones damaged","police say more than number headstones have been vandalized at a jewish cemetery in philadelphia damage discovered less than a week after similar vandalism in missouri","http://abcnews.go.com/US/wireStory/police-dozens-headstones-damaged-jewish-cemetery-45753004","ABCTopStories",306
112,1488214647,"hundreds of us jewish graves attacked in philadelphia","the incident marks the second major attack against a jewish cemetery in the past week","http://www.bbc.co.uk/news/world-us-canada-39082013","BBCUSCanada",306
113,1488294368,"muslims unite to help fix vandalized jewish cemeteries","once again dozens of jewish headstones have been vandalized stoking fears of heightened anti semitism and once again members of the muslim community are rallying to help","http://rss.cnn.com/~r/rss/cnn_us/~3/MyR0yO_Zyz4/index.html","CNNUS",306
114,1488158543,"judge joseph of the peoples court dies","judge joseph of the popular reality television program the peoples court died at age number on sunday at his home in angeles california according to his son angeles county judge fred he died of natural causes","http://rss.cnn.com/~r/rss/cnn_us/~3/ZEbGVC6pFWc/index.html","CNNUS",308
115,1488149808,"judge joseph star of the peoples court dies aged number","he gained an audience of millions as host of the peoples court in the number and early number","http://www.bbc.co.uk/news/world-us-canada-39099384","BBCUSCanada",308
116,1488185644,"mardi gras crash suspects blood alcohol level nearly number legal limit","breaking update published at number number pm et","http://rss.cnn.com/~r/rss/cnn_us/~3/IQWSFlqW_v4/index.html","CNNUS",309
117,1488192420,"mardi gras crash suspects alcohol level nearly triple legal limit","the driver accused of plowing into a crowd enjoying a mardi gras parade in new orleans had a blood alcohol level nearly three times the legal limit police said","http://feeds.foxnews.com/~r/foxnews/national/~3/8Fg6zw-Pclo/mardi-gras-crash-suspects-alcohol-level-nearly-triple-legal-limit.html","FOXUS",309
118,1488077026,"vehicle hits crowd at new orleans parade","twenty eight people are injured some seriously but police say terrorism is not suspected","http://www.bbc.co.uk/news/world-us-canada-39094069","BBCUSCanada",309
119,1488315600,"plows into alabama mardi gras parade crowd high school band members hurt","a group of revelers were mowed down by an out of control vehicle at a mardi gras parade for the second time in a week with tuesdays incident involving a dozen injured high school band members at an alabama event","http://feeds.foxnews.com/~r/foxnews/national/~3/PAt7oJhCM7A/suv-plows-into-alabama-mardi-gras-parade-crowd-high-school-band-members-hurt.html","FOXUS",309
120,1488313928,"car plows into mardi gras parade band in alabama number students hurt","police say the tragic accident occurred when a number year old man accelerated his","http://rssfeeds.usatoday.com/~/275914996/0/usatodaycomnation-topstories~Car-plows-into-Mardi-Gras-parade-band-in-Alabama-students-hurt/","USAToday",309
121,1488219246,"minnesota officer pleads not guilty in shooting death of black motorist","a minnesota police officer pleaded not guilty to second degree manslaughter on monday for the fatal shooting of a black motorist that sparked outrage when the moments that followed were broadcast on social media according to a court official","http://feeds.reuters.com/~r/Reuters/domesticNews/~3/Eu96cVSsAvw/us-minnesota-police-idUSKBN16624Q","ReutersUS",310
122,1488210900,"minnesota cop pleads not guilty in shooting death of castile","st anthony police officer pleaded not guilty monday morning to manslaughter in the july shooting death of castile the trial date is set for may number","http://feeds.foxnews.com/~r/foxnews/national/~3/YrQS0zs4CTo/minnesota-cop-pleads-not-guilty-in-shooting-death-philando-castile.html","FOXUS",310
123,1488216348,"oxford adds number new words to dictionary","oxford recently added number new words to its dictionary and many of them are millennial inspired","http://rssfeeds.usatoday.com/~/275587626/0/usatodaycomnation-topstories~Oxford-adds-new-words-to-dictionary/","USAToday",311
124,1488216260,"yas squad goals and sausage fest added to oxford dictionaries","anyone against this is just spreading word added to the mix","http://rssfeeds.usatoday.com/~/275589532/0/usatodaycomnation-topstories~Yas-squad-goals-and-sausage-fest-added-to-Oxford-Dictionaries/","USAToday",311
125,1488156964,"trump navy secretary nominee withdraws citing disruption to financial interests","philip announces his decision only days after white house said he was number committed to the trumps choice to be secretary of the navy has withdrawn from consideration for the post citing concerns about privacy and separating himself from his business interests related trump white house scrambles to check scandal over fbi inquiry into russia ties continue reading","https://www.theguardian.com/us-news/2017/feb/27/trump-nomination-navy-secretary-withdraws-philip-bilden","GuardianUS",312
126,1488156038,"navy secretary nominee withdraws","president donald trumps nominee for navy secretary philip has withdrawn his name from consideration","http://rss.cnn.com/~r/rss/cnn_us/~3/AU3zOwbrOgM/index.html","CNNUS",312
127,1488210921,"trumps navy secretary pick follows army nominee out the door","businessman and former army officer philip has withdrawn as president trumps nominee for secretary of the navy a victim of financial entanglements","http://rssfeeds.usatoday.com/~/275532734/0/usatodaycomnation-topstories~Trumps-Navy-secretary-pick-follows-Army-nominee-out-the-door/","USAToday",312
128,1488210676,"trumps navy secretary pick withdraws","president trumps pick for secretary of the navy withdrew from of government conflict of interest rules this leaves trump and secretary of defense jim without nominees to head both the navy and army","http://www.usatoday.com/videos/news/nation/2017/02/27/trump's-navy-secretary-pick-withdraws/98474640/","USAToday",312
129,1488203145,"trumps navy secretary pick officially withdraws","president trumps nominee for secretary of the navy on sunday removed his name from consideration over ethical concerns about his financial holdings financier philip said in a statement that he would be unlikely to meet the standards of the office of government ethics after an extensive review process i have determined that i will","http://nypost.com/2017/02/27/trumps-navy-secretary-pick-officially-withdraws/","NYPost",312
130,1488108252,"trump will not attend white house correspondents dinner","president caps week of conflict with press cites first radical attack on the first amendment can not go trump on saturday capped a week of tumultuous relations with the press by saying he will not attend this years white house correspondents dinner which is scheduled for number april related trumps media war threatens journalists globally protection group warns continue reading","https://www.theguardian.com/us-news/2017/feb/25/donald-trump-white-house-correspondents-dinner-not-going","GuardianUS",313
131,1488093382,"president trump to skip white house correspondents dinner","the us president has traditionally attended and it will still go ahead in mr trumps absence","http://www.bbc.co.uk/news/world-us-canada-39093434","BBCUSCanada",313
132,1488219314,"trump on replacing healthcare law that took years to craft nobody knew it could be so complicated","president reaffirms republican commitment to repealing affordable care act amid uncertainty over replacement and rising support for trump told a room full of state governors on monday that nobody knew replacing the massive affordable care act which expanded health coverage to number million americans would prove to be so complicated related donald trumps first budget enormous defense spending as most agencies cut continue reading","https://www.theguardian.com/us-news/2017/feb/27/donald-trump-replacing-obamacare-complicated","GuardianUS",314
133,1488216340,"trump nobody knew healthcare could be so complicated video","donald trump said on monday that his administration had come up with a formidable solution to but contends it is a complicated subject nobody knew that healthcare could be so complicated he said at the national governors association meeting at the white house in which he discussed his upcoming budget trump is expected to offer further details on how he would like to overhaul signature healthcare law in a speech to congress on tuesday continue reading","https://www.theguardian.com/us-news/video/2017/feb/27/trump-healthcare-complicated-budget-video","GuardianUS",314
134,1488157210,"number annual academy awards complete moonlight wins best picture","follow along with as the oscars get underway in angeles","http://feedproxy.google.com/~r/breitbart/~3/GMozh46kNkE/","Breitbart",315
135,1488214374,"wrong movie was announced for best picture","la la land was announced as the winner of best picture at the academy awards before representatives for ballot tabulators price coopers raced onstage to try to stop the acceptance speech and announce that moonlight had won number","http://rssfeeds.usatoday.com/~/275581022/0/usatodaycomnation-topstories~Wrong-Movie-Was-Announced-For-Best-Picture/","USAToday",315
136,1488218823,"how the best picture oscar snafu unfolded","there were audible gasps when the mix up was revealed","http://abcnews.go.com/Entertainment/oscars-best-picture-mix-unforgettable-moment-unfolded/story?id=45775782","ABCTopStories",315
137,1488217182,"moonlight wins best picture after la la land mistakenly announced","i wasnt trying to be funny presenter warren said","http://abcnews.go.com/Entertainment/moonlight-wins-best-picture-mistake-presenter-warren-beatty/story?id=45769592","ABCTopStories",315
138,1488210434,"la la land producer calls best picture snafu surreal","la la land was at first mistakenly announced as the best picture winner","http://abcnews.go.com/Entertainment/la-la-land-producer-jordan-horowitz-describes-surreal/story?id=45776099","ABCTopStories",315
139,1488230220,"moonlight oscar winners on best picture mix up","writer director barry and co writer weigh in on stunning academy awards gaffe","http://www.cbsnews.com/news/moonlight-oscar-winners-barry-jenkins-tarell-alvin-mccraney-on-best-picture-mix-up/","CBSTopStories",315
140,1488188818,"oscars number moonlight wins best picture after announcement mix up","barry moonlight wins best picture at the oscars after an error involving wrong envelopes","http://www.bbc.co.uk/news/entertainment-arts-39099454","BBCUSCanada",315
141,1488315163,"moonlight wins at oscars after huge blunder","director barry said he was speechless after his movie moonlight was announced as the winner of best picture on sunday night following an unprecedented moment in oscars history and he wasnt the only one","http://rss.cnn.com/~r/rss/cnn_us/~3/uSvvM_yz57I/index.html","CNNUS",315
142,1488220734,"judge lets have jurors from other pennsylvania county","pa a judge granted a request by bill defense lawyers on monday to have jurors picked from a different pennsylvania county in his upcoming sexual assault trial","http://feeds.reuters.com/~r/Reuters/domesticNews/~3/0CmVuUd6tXU/us-people-cosby-idUSKBN16618H","ReutersUS",316
143,1488218085,"raw leaves pa court after hearing","a suburban philadelphia judge has ruled that a jury from outside the area will hear the sexual assault case against actor bill number","http://rssfeeds.usatoday.com/~/275598698/0/usatodaycomnation-topstories~Raw-Cosby-leaves-Pa-court-after-hearing","USAToday",316
144,1488209123,"raw asks judge to bring in outside jurors","actor bill is back in a pennsylvania courtroom monday as his legal team asks a judge to bring in outside jurors for his criminal sex assault trial number","http://rssfeeds.usatoday.com/~/275555218/0/usatodaycomnation-topstories~Raw-Cosby-asks-judge-to-bring-in-outside-jurors/","USAToday",316
145,1488218861,"judge in sex assault trial agrees to jury pool change","the comedian is accused of drugging and sexually assaulting","http://abcnews.go.com/Entertainment/bill-cosby-judge-agrees-change-jury-pool-sex/story?id=45733797","ABCTopStories",316
146,1488120123,"tom elected new chair of democratic national committee video","former labor secretary tom was elected as the new chair of the democratic national committee on saturday narrowly beating rival after a fiercely fought campaign first motion as chair however was to appoint the first muslim member of congress as deputy chair of the is new democratic party chair beating in tight vote continue reading","https://www.theguardian.com/us-news/video/2017/feb/26/tom-perez-elected-new-chair-of-democratic-national-committee-video","GuardianUS",318
147,1488069966,"tom is new democratic party chair beating in tight vote","former labor secretary and progressive congressman call for unity against trump after party race that became symbol of centrist progressive former labor secretary tom was elected chairman of the democratic national committee on saturday after a fiercely fought campaign he will now lead a party still divided after the surprising election of donald trump but energized by the liberal backlash to his presidency related how the humble town hall became a battle arena for the trump resistance continue reading","https://www.theguardian.com/us-news/2017/feb/25/tom-perez-democratic-chair-keith-ellison-atlanta-ballot","GuardianUS",318
148,1488063259,"us democrats pick tom to lead party","tom was seen as the establishment backed candidate and will have to unite a divided party","http://www.bbc.co.uk/news/world-us-canada-39093428","BBCUSCanada",318
149,1488214254,"oscars in segment pays tribute to living producer","the number academy awards may well be remembered for its epic best picture gaffe ending but that wasnt the only mistake made on the broadcast","http://feedproxy.google.com/~r/breitbart/~3/BKnlUZnWrnk/","Breitbart",319
150,1488214565,"gaffe again oscars in includes living producer","an australian film producer says shes alive and well after her photo was mistakenly included in the in tribute at sunday nights oscars","http://abcnews.go.com/Entertainment/wireStory/gaffe-oscars-memoriam-includes-living-producer-45776967","ABCTopStories",319
151,1488042216,"warren oracle of omaha criticises wall street and praises immigrants","billionaire releases annual letter to berkshire of talented and ambitious immigrants sits at odds with billionaire warren whose stock picks have turned berkshire into one of the most successful conglomerates in the world criticised wall street on saturday saying investors should stick with low cost index funds related eight men own more than number billion people do our economics is broken mark continue reading","https://www.theguardian.com/business/2017/feb/25/warren-buffett-berkshire-hathaway-wall-street-apple-annual-letter","GuardianUS",320
152,1488108152,"warren upbeat on us business growth","billionaire investor warren backs us businesses to continue to create mind boggling wealth","http://www.bbc.co.uk/news/business-39095430","BBCUSCanada",320
153,1488328740,"donald trump speaks to congress in first presidential address live","president will discuss his economic vision and plans for healthcare reform in a speech expected to solidify the populist agenda that helped sweep him to to detail promises made and promises kept in speech to invites relatives of those killed by undocumented people to capitol hill number tonight donald trump will address congress for the first time since taking office outlining his vision for the country his dizzying number days in office have included a controversial travel ban squashed by the courts constant squabbling with the media and diplomatic tussles with traditional speech which kicks off at number est is like a mini state of the union address and will go for over an hour well be the whole affair at number est im going to speak before congress for the first time but more importantly i will be speaking to you the american your eye out tonight as democratic in support of rights during the number white for the via continue reading","https://www.theguardian.com/us-news/live/2017/feb/28/donald-trump-presidential-address-congress-live","GuardianUS",321
154,1488282723,"to fly number paying customers to the moon next year","the private space mission would launch from a craft that needs no specialized astronauts","http://rssfeeds.usatoday.com/~/275666650/0/usatodaycomnation-topstories~SpaceX-to-fly-paying-customers-to-the-moon-next-year/","USAToday",322
155,1488291447,"donald trump accuses of orchestrating protests against him","in interview with fox president says without evidence his predecessor is behind demonstrations over travel ban and national security trump has accused former president and his people of organizing the demonstrations that have roiled city streets airports and town halls during the first weeks of his presidency related dispute erupts over investigation into alleged trump russia contacts continue reading","https://www.theguardian.com/us-news/2017/feb/28/donald-trump-accuses-barack-obama-orchestrating-protests-leaks","GuardianUS",323
156,1488303411,"trump makes unsupported claim that was behind town hall protests","the president offered no evidence to back his claim","http://abcnews.go.com/Politics/trump-suggests-obama-town-hall-protests/story?id=45793201","ABCTopStories",323
157,1488314252,"trump blames for town hall protests and security leaks","donald trump says people are certainly behind protests and leaks but offers no evidence","http://www.bbc.co.uk/news/world-us-canada-39113446","BBCUSCanada",323
158,1488325800,"fbi investigating shootings of indian men in kansas as hate crime","kansas city kan the deadly shooting of an indian engineer and wounding of his co worker last wednesday at a bar in kansas is being investigated as a hate crime the federal bureau of investigation said on tuesday","http://feeds.reuters.com/~r/Reuters/domesticNews/~3/aVsGE3uIl04/us-kansas-india-idUSKBN1672IQ","ReutersUS",305
159,1488324986,"kansas shooting racially motivated hatred says white house","the fbi also confirms for the first time it is investigating the attack as a hate crime","http://www.bbc.co.uk/news/world-us-canada-39122129","BBCUSCanada",305
160,1488327793,"after recent anti semitic attacks jewish officials urge action","tombstones were found toppled at number jewish cemeteries in one week","http://abcnews.go.com/US/communities-cope-recent-anti-semitic-attacks-jewish-officials/story?id=45800345","ABCTopStories",306
161,1488321393,"hits marching band in alabama mardi gras parade number injured","an driven by a number year old man plowed into a mardi gras parade crowd in alabama on tuesday injuring a dozen members of a high school marching band but there was no sign the incident was intentional city and police officials said","http://feeds.reuters.com/~r/Reuters/domesticNews/~3/JmBnC3IX_nU/us-alabama-crash-idUSKBN16725S","ReutersUS",309
162,1488313849,"car crashes into mardi gras parade in alabama injuring at least a dozen band members","a similar incident occurred in new orleans over the weekend injuring number","http://abcnews.go.com/US/car-crashes-mardi-gras-parade-alabama-injuring-band/story?id=45805179","ABCTopStories",309
163,1488326934,"trump signals willingness to let some undocumented immigrants stay in us","president indicated a possible major shift in his stance on mass deportations but spokesperson didnt confirm if proposal will feature in speech to trump signaled tuesday he is open to legislation that would allow some undocumented immigrants to stay in the us without fear of deportation if adopted such a proposal would be a major shift in position from trumps pledges of mass deportation details emerged late tuesday before trumps first presidential address to congress at a meeting with television anchors the proposal would allow people who have not been convicted of a serious or violent crime to stay in the us legally gain employment and pay taxes continue reading","https://www.theguardian.com/us-news/2017/feb/28/donald-trump-speech-to-congress-democrats","GuardianUS",324
164,1488316998,"white house officials suggest openness to immigration reform","top white house officials told media outlets on tuesday that theyre open to a compromise deal on immigration","http://feedproxy.google.com/~r/breitbart/~3/VnsclkRA2dE/","Breitbart",324
165,1488323980,"trump time is right for immigration bill open to giving some legal status","president trump says hed consider legal status for some undocumented immigrants","http://abcnews.go.com/Politics/trump-time-immigration-bill-open-giving-legal-status/story?id=45810351","ABCTopStories",324
166,1488328451,"trump says hes open to compromise immigration bill","washington president donald trump signaling a potential shift on a signature issue indicated tuesday that hes open to immigration legislation that would give legal status to some people living in the us illegally and provide a pathway to citizenship to those brought to the us illegally as children the president in a lunch with","http://nypost.com/2017/02/28/trump-says-hes-open-to-compromise-immigration-bill/","NYPost",324
167,1488320281,"trump plan to slash state foreign aid spending has foes in congress","washington us president donald trumps proposal to slash funding for the state department and foreign aid faces stiff opposition in congress which must pass any spending plan not just from democrats but also from many of his fellow republicans","http://feeds.reuters.com/~r/Reuters/domesticNews/~3/0NE9Q79xFIM/us-usa-trump-congress-idUSKBN1672GI","ReutersUS",325
168,1488314956,"trumps state dept budget cuts probably cant pass senate","tuesday on capitol hill senate majority leader mitch r ky said president donald trumps proposed budget cuts to state department funding not pass in the senate when asked if the senate could approve the budget that slashes state park funding said probably not when we get to funding the government obviously will be done on a bipartisan basis it could be an opportunity for our democratic friends to participate they have chosen to not so far and i for one just speaking for myself i think the diplomatic portion of the federal budget is very important and you get results a lot cheaper frequently than you do on the defense side so speaking for myself im not in favor of reducing what we call the number account to that extent but we will sort all that out in the course of deciding how much were going to spend and how were going to spend it h t the hill follow pam key on twitter","http://feedproxy.google.com/~r/breitbart/~3/LVUWnHXBCbQ/","Breitbart",325
169,1488319631,"trumps budget faces blowback for slashing state dept funds","former top military leaders and congressional leaders are speaking out","http://abcnews.go.com/Politics/president-trumps-budget-faces-blowback-slashing-state-department/story?id=45806542","ABCTopStories",325
170,1488323360,"top republican says trumps budget plan dead on arrival","one senator says the reported proposal to slash state department funding is dead on arrival","http://www.bbc.co.uk/news/world-us-canada-39123281","BBCUSCanada",325
